Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Count Numbers with Unique Digits,8.4,0.00558469451689519,https://leetcode.com/problems/count-numbers-with-unique-digits,"Math, Dynamic Programming, Backtracking"
MEDIUM,Most Frequent Subtree Sum,8.4,0.006936565819404991,https://leetcode.com/problems/most-frequent-subtree-sum,"Hash Table, Tree, Depth-First Search, Binary Tree"
MEDIUM,Filling Bookcase Shelves,8.4,0.0068613244829178995,https://leetcode.com/problems/filling-bookcase-shelves,"Array, Dynamic Programming"
MEDIUM,Minimum Swaps to Group All 1's Together II,8.4,0.006568226801936115,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,"Array, Sliding Window"
MEDIUM,Split Linked List in Parts,8.4,0.007059593744058365,https://leetcode.com/problems/split-linked-list-in-parts,Linked List
MEDIUM,Regions Cut By Slashes,8.4,0.007756177705664152,https://leetcode.com/problems/regions-cut-by-slashes,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
MEDIUM,Minimized Maximum of Products Distributed to Any Store,8.4,0.006314957807969244,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store,"Array, Binary Search, Greedy"
MEDIUM,Maximum Number of Points with Cost,8.4,0.004169320151170317,https://leetcode.com/problems/maximum-number-of-points-with-cost,"Array, Dynamic Programming, Matrix"
MEDIUM,Maximal Square,8.4,0.00504749540979294,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix"
EASY,Final Array State After K Multiplication Operations I,8.4,0.008692100583356876,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-i,"Array, Math, Heap (Priority Queue), Simulation"
EASY,Sum of Digits of String After Convert,8.4,0.007482990889408398,https://leetcode.com/problems/sum-of-digits-of-string-after-convert,"String, Simulation"
MEDIUM,Find Missing Observations,8.4,0.005737085917348564,https://leetcode.com/problems/find-missing-observations,"Array, Math, Simulation"
MEDIUM,Linked List in Binary Tree,8.4,0.00519794293869416,https://leetcode.com/problems/linked-list-in-binary-tree,"Linked List, Tree, Depth-First Search, Binary Tree"
HARD,Sum of Prefix Scores of Strings,8.4,0.006084620049911015,https://leetcode.com/problems/sum-of-prefix-scores-of-strings,"Array, String, Trie, Counting"
MEDIUM,Make Sum Divisible by P,8.4,0.00426372508175507,https://leetcode.com/problems/make-sum-divisible-by-p,"Array, Hash Table, Prefix Sum"
MEDIUM,Sentence Similarity III,8.4,0.004840983897424385,https://leetcode.com/problems/sentence-similarity-iii,"Array, Two Pointers, String"
MEDIUM,Divide Players Into Teams of Equal Skill,8.4,0.006892987740382194,https://leetcode.com/problems/divide-players-into-teams-of-equal-skill,"Array, Hash Table, Two Pointers, Sorting"
MEDIUM,Divide Intervals Into Minimum Number of Groups,8.4,0.006356391833873653,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
EASY,Maximum Product of Two Elements in an Array,8.4,0.008362163076912867,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,"Array, Sorting, Heap (Priority Queue)"
MEDIUM,Split a String Into the Max Number of Unique Substrings,8.4,0.006870720810707735,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,"Hash Table, String, Backtracking"
EASY,Find Minimum Operations to Make All Elements Divisible by Three,8.4,0.009084230364856111,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three,"Array, Math"
EASY,Circular Sentence,8.4,0.007016891050526656,https://leetcode.com/problems/circular-sentence,String
MEDIUM,Maximum XOR for Each Query,8.4,0.008466281488864807,https://leetcode.com/problems/maximum-xor-for-each-query,"Array, Bit Manipulation, Prefix Sum"
MEDIUM,Find a Safe Walk Through a Grid,8.4,0.0033575972487036474,https://leetcode.com/problems/find-a-safe-walk-through-a-grid,"Array, Breadth-First Search, Graph Theory, Heap (Priority Queue), Matrix, Shortest Path"
EASY,Degree of an Array,8.4,0.0058448263434826035,https://leetcode.com/problems/degree-of-an-array,"Array, Hash Table"
HARD,Maximum Sum BST in Binary Tree,8.4,0.00477984062660342,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Flip Columns For Maximum Number of Equal Rows,8.4,0.007854423763469847,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,"Array, Hash Table, Matrix"
EASY,Nim Game,8.4,0.005994892952530484,https://leetcode.com/problems/nim-game,"Math, Brainteaser, Game Theory"
MEDIUM,Special Array II,8.4,0.0045801081487193175,https://leetcode.com/problems/special-array-ii,"Array, Binary Search, Prefix Sum"
HARD,Number of Visible People in a Queue,8.4,0.007325171491306928,https://leetcode.com/problems/number-of-visible-people-in-a-queue,"Array, Stack, Monotonic Stack"
EASY,Check if Array is Good,8.4,0.005725753342327194,https://leetcode.com/problems/check-if-array-is-good,"Array, Hash Table, Sorting"
HARD,Sliding Window Median,8.4,0.0039009297623128687,https://leetcode.com/problems/sliding-window-median,"Array, Hash Table, Sliding Window, Heap (Priority Queue)"
MEDIUM,Count Univalue Subtrees,8.4,0.005756083147825445,https://leetcode.com/problems/count-univalue-subtrees,"Tree, Depth-First Search, Binary Tree"
MEDIUM,Count Special Subsequences,8.4,0.003009783927511165,https://leetcode.com/problems/count-special-subsequences,"Array, Hash Table, Math, Enumeration"
MEDIUM,Word Subsets,8.4,0.005594832448799432,https://leetcode.com/problems/word-subsets,"Array, Hash Table, String"
MEDIUM,Minimize XOR,8.4,0.006240041966000427,https://leetcode.com/problems/minimize-xor,"Greedy, Bit Manipulation"
MEDIUM,First Completely Painted Row or Column,8.4,0.006386317875418812,https://leetcode.com/problems/first-completely-painted-row-or-column,"Array, Hash Table, Matrix"
MEDIUM,Maximum and Minimum Sums of at Most Size K Subsequences,8.4,0.0021999633033644144,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subsequences,"Array, Math, Dynamic Programming, Sorting, Combinatorics"
MEDIUM,Grid Game,8.4,0.0060862128992949785,https://leetcode.com/problems/grid-game,"Array, Matrix, Prefix Sum"
MEDIUM,Paint House IV,8.4,0.004543349832348715,https://leetcode.com/problems/paint-house-iv,"Array, Dynamic Programming"
EASY,Largest Local Values in a Matrix,8.4,0.008763501510613192,https://leetcode.com/problems/largest-local-values-in-a-matrix,"Array, Matrix"
EASY,Convert Binary Number in a Linked List to Integer,8.4,0.00823704314537891,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,"Linked List, Math"
MEDIUM,Find Original Array From Doubled Array,8.4,0.004083175311686319,https://leetcode.com/problems/find-original-array-from-doubled-array,"Array, Hash Table, Greedy, Sorting"
MEDIUM,Shortest Path in a Hidden Grid,8.4,0.004465346534653466,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,"Array, Depth-First Search, Breadth-First Search, Matrix, Interactive"
MEDIUM,Construct Quad Tree,8.4,0.007843225710237864,https://leetcode.com/problems/construct-quad-tree,"Array, Divide and Conquer, Tree, Matrix"
EASY,Count Pairs Whose Sum is Less than Target,8.4,0.008777531213732766,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target,"Array, Two Pointers, Binary Search, Sorting"
MEDIUM,Find Unique Binary String,8.4,0.008123875901475754,https://leetcode.com/problems/find-unique-binary-string,"Array, Hash Table, String, Backtracking"
MEDIUM,Reach a Number,8.4,0.004524921545552615,https://leetcode.com/problems/reach-a-number,"Math, Binary Search"
EASY,Decrypt String from Alphabet to Integer Mapping,8.4,0.008060463311020252,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping,String
MEDIUM,Count Vowel Strings in Ranges,8.4,0.006785865048479651,https://leetcode.com/problems/count-vowel-strings-in-ranges,"Array, String, Prefix Sum"
MEDIUM,Count Total Number of Colored Cells,8.4,0.006610830227129092,https://leetcode.com/problems/count-total-number-of-colored-cells,Math
MEDIUM,Maximum Subsequence Score,8.4,0.005477294016457094,https://leetcode.com/problems/maximum-subsequence-score,"Array, Greedy, Sorting, Heap (Priority Queue)"
MEDIUM,Walls and Gates,8.4,0.00640447670362619,https://leetcode.com/problems/walls-and-gates,"Array, Breadth-First Search, Matrix"
MEDIUM,Beautiful Arrangement II,8.4,0.006117392114372003,https://leetcode.com/problems/beautiful-arrangement-ii,"Array, Math"
MEDIUM,Last Stone Weight II,8.4,0.00600971081451061,https://leetcode.com/problems/last-stone-weight-ii,"Array, Dynamic Programming"
MEDIUM,Find the Minimum and Maximum Number of Nodes Between Critical Points,8.4,0.006947533160409922,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Linked List
MEDIUM,Find All Possible Recipes from Given Supplies,8.4,0.005696978793661684,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,"Array, Hash Table, String, Graph Theory, Topological Sort"
EASY,Maximum Units on a Truck,8.4,0.007496366231117127,https://leetcode.com/problems/maximum-units-on-a-truck,"Array, Greedy, Sorting"
MEDIUM,Shifting Letters,8.4,0.00462944023772324,https://leetcode.com/problems/shifting-letters,"Array, String, Prefix Sum"
MEDIUM,Grumpy Bookstore Owner,8.4,0.006408020786441427,https://leetcode.com/problems/grumpy-bookstore-owner,"Array, Sliding Window"
EASY,Largest Number At Least Twice of Others,8.4,0.005267343329185655,https://leetcode.com/problems/largest-number-at-least-twice-of-others,"Array, Sorting"
MEDIUM,Solving Questions With Brainpower,8.4,0.006022237790371024,https://leetcode.com/problems/solving-questions-with-brainpower,"Array, Dynamic Programming"
MEDIUM,Longest Univalue Path,8.4,0.004404876236813894,https://leetcode.com/problems/longest-univalue-path,"Tree, Depth-First Search, Binary Tree"
HARD,Count Good Triplets in an Array,8.4,0.006537339411520928,https://leetcode.com/problems/count-good-triplets-in-an-array,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
EASY,Count Equal and Divisible Pairs in an Array,8.4,0.008382935258643608,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array,Array
MEDIUM,Adding Spaces to a String,8.4,0.007183066599786109,https://leetcode.com/problems/adding-spaces-to-a-string,"Array, Two Pointers, String, Simulation"
MEDIUM,Equal Row and Column Pairs,8.4,0.007100799198914969,https://leetcode.com/problems/equal-row-and-column-pairs,"Array, Hash Table, Matrix, Simulation"
MEDIUM,Shortest String That Contains Three Strings,8.4,0.003194471169264319,https://leetcode.com/problems/shortest-string-that-contains-three-strings,"String, Greedy, Enumeration"
MEDIUM,Count of Interesting Subarrays,8.4,0.005801612963633412,https://leetcode.com/problems/count-of-interesting-subarrays,"Array, Hash Table, Prefix Sum"
EASY,Minimum Number Game,8.4,0.008557174881865635,https://leetcode.com/problems/minimum-number-game,"Array, Sorting, Heap (Priority Queue), Simulation"
MEDIUM,Remove Methods From Project,8.4,0.005071830908390363,https://leetcode.com/problems/remove-methods-from-project,"Depth-First Search, Breadth-First Search, Graph Theory"
EASY,Merge Two 2D Arrays by Summing Values,8.4,0.00816703624378467,https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values,"Array, Hash Table, Two Pointers"
MEDIUM,Move Pieces to Obtain a String,8.4,0.005664058420730707,https://leetcode.com/problems/move-pieces-to-obtain-a-string,"Two Pointers, String"
EASY,Number of Equivalent Domino Pairs,8.4,0.006070693022430017,https://leetcode.com/problems/number-of-equivalent-domino-pairs,"Array, Hash Table, Counting"
HARD,Maximum Number of Tasks You Can Assign,8.4,0.005000636205899364,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign,"Array, Two Pointers, Binary Search, Greedy, Queue, Sorting, Monotonic Queue"
MEDIUM,Furthest Building You Can Reach,8.4,0.0050960376365213654,https://leetcode.com/problems/furthest-building-you-can-reach,"Array, Greedy, Heap (Priority Queue)"
MEDIUM,Find Maximum Number of Non Intersecting Substrings,8.4,0.003100267502997878,https://leetcode.com/problems/find-maximum-number-of-non-intersecting-substrings,"Hash Table, String, Dynamic Programming, Greedy"
HARD,Maximum Sum of Edge Values in a Graph,8.4,0.0036830868569048113,https://leetcode.com/problems/maximum-sum-of-edge-values-in-a-graph,"Math, Greedy, Graph Theory"
MEDIUM,Minimum Moves to Clean the Classroom,8.4,0.0026915974145891044,https://leetcode.com/problems/minimum-moves-to-clean-the-classroom,"Array, Hash Table, Bit Manipulation, Breadth-First Search, Matrix"
MEDIUM,Clumsy Factorial,8.4,0.006158526821457165,https://leetcode.com/problems/clumsy-factorial,"Math, Stack, Simulation"
HARD,Maximum Candies You Can Get from Boxes,8.4,0.006726679405414795,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes,"Array, Breadth-First Search, Graph Theory"
MEDIUM,Find the Lexicographically Largest String From the Box I,8.4,0.004093450216228477,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-i,"Two Pointers, String, Enumeration"
MEDIUM,Number of Sub-arrays With Odd Sum,8.4,0.0055683807166254096,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,"Array, Math, Dynamic Programming, Prefix Sum"
MEDIUM,Minimum Operations to Make the Array Alternating,8.4,0.003579193087589715,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating,"Array, Hash Table, Greedy, Counting"
MEDIUM,Lexicographically Minimum String After Removing Stars,8.4,0.005096444596691999,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars,"Hash Table, String, Stack, Greedy, Heap (Priority Queue)"
HARD,Maximum Difference Between Even and Odd Frequency II,8.4,0.004862117817606748,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-ii,"String, Sliding Window, Enumeration, Prefix Sum"
EASY,Maximum Difference Between Adjacent Elements in a Circular Array,8.4,0.007564965623571384,https://leetcode.com/problems/maximum-difference-between-adjacent-elements-in-a-circular-array,Array
MEDIUM,Find Closest Node to Given Two Nodes,8.4,0.005303968907521086,https://leetcode.com/problems/find-closest-node-to-given-two-nodes,"Depth-First Search, Graph Theory"
EASY,Generate Tag for Video Caption,8.4,0.0032558259056401522,https://leetcode.com/problems/generate-tag-for-video-caption,"String, Simulation"
HARD,Longest Happy Prefix,8.4,0.005332130989094206,https://leetcode.com/problems/longest-happy-prefix,"String, Rolling Hash, String Matching, Hash Function"
HARD,Sum of k-Mirror Numbers,8.4,0.006361127666696604,https://leetcode.com/problems/sum-of-k-mirror-numbers,"Math, Enumeration"
MEDIUM,Insert Greatest Common Divisors in Linked List,8.4,0.009141429532651625,https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list,"Linked List, Math, Number Theory"
HARD,Scramble String,8.4,0.004484509397346208,https://leetcode.com/problems/scramble-string,"String, Dynamic Programming"
EASY,Largest Number After Digit Swaps by Parity,8.4,0.006551426101987901,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity,"Sorting, Heap (Priority Queue)"
MEDIUM,Sort the Jumbled Numbers,8.4,0.005996215929937137,https://leetcode.com/problems/sort-the-jumbled-numbers,"Array, Sorting"
HARD,Find the Original Typed String II,8.4,0.004546347960456981,https://leetcode.com/problems/find-the-original-typed-string-ii,"String, Dynamic Programming, Prefix Sum"
EASY,Student Attendance Record I,8.4,0.005028682384818299,https://leetcode.com/problems/student-attendance-record-i,String
MEDIUM,Reschedule Meetings for Maximum Free Time I,8.4,0.005399505867212865,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i,"Array, Greedy, Sliding Window"
EASY,Partition Array Into Three Parts With Equal Sum,8.4,0.004287875542226744,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum,"Array, Greedy"
EASY,Calculator with Method Chaining,8.4,0.00776975035921952,https://leetcode.com/problems/calculator-with-method-chaining,
HARD,The Earliest and Latest Rounds Where Players Compete,8.4,0.007223794397920877,https://leetcode.com/problems/the-earliest-and-latest-rounds-where-players-compete,"Dynamic Programming, Memoization"
HARD,Orderly Queue,8.4,0.006708001871782872,https://leetcode.com/problems/orderly-queue,"Math, String, Sorting"
HARD,Minimum Difference in Sums After Removal of Elements,8.4,0.006962720026569245,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,"Array, Dynamic Programming, Heap (Priority Queue)"
MEDIUM,Memoize,8.4,0.006512415698522471,https://leetcode.com/problems/memoize,
EASY,Check if Two Chessboard Squares Have the Same Color,8.4,0.007242605559939664,https://leetcode.com/problems/check-if-two-chessboard-squares-have-the-same-color,"Math, String"
EASY,Add Two Promises,8.4,0.009168427364093193,https://leetcode.com/problems/add-two-promises,
HARD,Maximize Subarrays After Removing One Conflicting Pair,8.4,0.006453351221420985,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair,"Array, Segment Tree, Enumeration, Prefix Sum"
MEDIUM,Count Number of Maximum Bitwise-OR Subsets,8.4,0.0089506544171825,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,"Array, Backtracking, Bit Manipulation, Enumeration"
EASY,Minimum Cuts to Divide a Circle,8.4,0.005634893311553704,https://leetcode.com/problems/minimum-cuts-to-divide-a-circle,"Math, Geometry"
EASY,Sum of Unique Elements,8.4,0.008006155035532692,https://leetcode.com/problems/sum-of-unique-elements,"Array, Hash Table, Counting"
MEDIUM,Smallest String With Swaps,8.4,0.0060733202954015185,https://leetcode.com/problems/smallest-string-with-swaps,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union-Find, Sorting"
HARD,Rearranging Fruits,8.4,0.005729944124373932,https://leetcode.com/problems/rearranging-fruits,"Array, Hash Table, Greedy, Sort"
MEDIUM,Broken Calculator,8.4,0.005621759792626729,https://leetcode.com/problems/broken-calculator,"Math, Greedy"
MEDIUM,The Number of Beautiful Subsets,8.4,0.005094866796621182,https://leetcode.com/problems/the-number-of-beautiful-subsets,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Sorting, Combinatorics"
EASY,Difference Between Element Sum and Digit Sum of an Array,8.4,0.00853375334673351,https://leetcode.com/problems/difference-between-element-sum-and-digit-sum-of-an-array,"Array, Math"
MEDIUM,The Maze,8.4,0.0060449073835347235,https://leetcode.com/problems/the-maze,"Array, Depth-First Search, Breadth-First Search, Matrix"
MEDIUM,Range Product Queries of Powers,8.4,0.00612426460037308,https://leetcode.com/problems/range-product-queries-of-powers,"Array, Bit Manipulation, Prefix Sum"
MEDIUM,Number of Distinct Substrings in a String,8.4,0.006472762905883925,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,"String, Trie, Rolling Hash, Suffix Array, Hash Function"
MEDIUM,Construct Binary Tree from String,8.4,0.005869251648640304,https://leetcode.com/problems/construct-binary-tree-from-string,"String, Stack, Tree, Depth-First Search, Binary Tree"
EASY,Pass the Pillow,8.4,0.005657499266140366,https://leetcode.com/problems/pass-the-pillow,"Math, Simulation"
HARD,Minimum Interval to Include Each Query,8.4,0.005455461080903551,https://leetcode.com/problems/minimum-interval-to-include-each-query,"Array, Binary Search, Sweep Line, Sorting, Heap (Priority Queue)"
MEDIUM,Bitwise AND of Numbers Range,8.4,0.004911339675671209,https://leetcode.com/problems/bitwise-and-of-numbers-range,Bit Manipulation
HARD,Sort Items by Groups Respecting Dependencies,8.4,0.006595412640766036,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
MEDIUM,Letter Case Permutation,8.4,0.007590949673039645,https://leetcode.com/problems/letter-case-permutation,"String, Backtracking, Bit Manipulation"
MEDIUM,Alice and Bob Playing Flower Game,8.4,0.005998340759521989,https://leetcode.com/problems/alice-and-bob-playing-flower-game,Math
EASY,Find Words Containing Character,8.4,0.009038813262904009,https://leetcode.com/problems/find-words-containing-character,"Array, String"
MEDIUM,Generate Binary Strings Without Adjacent Zeros,8.4,0.008850225868165107,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros,"String, Backtracking, Bit Manipulation"
EASY,Find Closest Person,8.4,0.008898439678479203,https://leetcode.com/problems/find-closest-person,Math
MEDIUM,Choose K Elements With Maximum Sum,8.4,0.0034014558126658962,https://leetcode.com/problems/choose-k-elements-with-maximum-sum,"Array, Sorting, Heap (Priority Queue)"
EASY,A Number After a Double Reversal,8.4,0.00822797404105957,https://leetcode.com/problems/a-number-after-a-double-reversal,Math
MEDIUM,Minimum Number of People to Teach,8.4,0.006734022335488984,https://leetcode.com/problems/minimum-number-of-people-to-teach,"Array, Hash Table, Greedy"
MEDIUM,Beautiful Arrangement,8.4,0.006483763554926921,https://leetcode.com/problems/beautiful-arrangement,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
HARD,Maximum Number of Points From Grid Queries,8.4,0.00592598354525056,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries,"Array, Two Pointers, Breadth-First Search, Union-Find, Sorting, Heap (Priority Queue), Matrix"
MEDIUM,Reverse Nodes in Even Length Groups,8.4,0.006447655653617967,https://leetcode.com/problems/reverse-nodes-in-even-length-groups,Linked List
EASY,Find the Winning Player in Coin Game,8.4,0.005353329258646725,https://leetcode.com/problems/find-the-winning-player-in-coin-game,"Math, Simulation, Game Theory"
MEDIUM,Lexicographically Smallest Equivalent String,8.4,0.0081091936792353,https://leetcode.com/problems/lexicographically-smallest-equivalent-string,"String, Union-Find"
EASY,Find Subarrays With Equal Sum,8.4,0.006712512074297918,https://leetcode.com/problems/find-subarrays-with-equal-sum,"Array, Hash Table"
MEDIUM,Fraction to Recurring Decimal,8.4,0.0031024074824220183,https://leetcode.com/problems/fraction-to-recurring-decimal,"Hash Table, Math, String"
EASY,Minimum Common Value,8.4,0.006079617031997985,https://leetcode.com/problems/minimum-common-value,"Array, Hash Table, Two Pointers, Binary Search"
MEDIUM,Maximum Palindromes After Operations,8.4,0.004701801064265248,https://leetcode.com/problems/maximum-palindromes-after-operations,"Array, Hash Table, String, Greedy, Sorting, Counting"
EASY,Make Two Arrays Equal by Reversing Subarrays,8.4,0.007583270390620597,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays,"Array, Hash Table, Sorting"
MEDIUM,Count Number of Bad Pairs,8.4,0.005416541898926613,https://leetcode.com/problems/count-number-of-bad-pairs,"Array, Hash Table, Math, Counting"
MEDIUM,Dota2 Senate,8.4,0.005005078445047839,https://leetcode.com/problems/dota2-senate,"String, Greedy, Queue"
EASY,Adjacent Increasing Subarrays Detection I,8.4,0.0047978355940997705,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-i,Array
MEDIUM,Maximum Number of Distinct Elements After Operations,8.4,0.005225634620882677,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations,"Array, Greedy, Sorting"
MEDIUM,K Radius Subarray Averages,8.4,0.004630060324972821,https://leetcode.com/problems/k-radius-subarray-averages,"Array, Sliding Window"
MEDIUM,Robot Bounded In Circle,8.4,0.0056571643172448035,https://leetcode.com/problems/robot-bounded-in-circle,"Math, String, Simulation"
HARD,Non-negative Integers without Consecutive Ones,8.4,0.004271492355994509,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,Dynamic Programming
HARD,Minimum Moves to Reach Target in Grid,8.4,0.001527207900619712,https://leetcode.com/problems/minimum-moves-to-reach-target-in-grid,Math
EASY,Largest Positive Integer That Exists With Its Negative,8.4,0.00745658580944868,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative,"Array, Hash Table, Two Pointers, Sorting"
EASY,Generate Fibonacci Sequence,8.4,0.00836726841312085,https://leetcode.com/problems/generate-fibonacci-sequence,
HARD,Find X-Sum of All K-Long Subarrays II,8.4,0.00411912049472172,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-ii,"Array, Hash Table, Sliding Window, Heap (Priority Queue)"
HARD,Number of Ways to Form a Target String Given a Dictionary,8.4,0.0056441658751710255,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,"Array, String, Dynamic Programming"
HARD,Minimum One Bit Operations to Make Integers Zero,8.4,0.00783265837895426,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,"Math, Dynamic Programming, Bit Manipulation, Recursion, Memoization"
HARD,Tiling a Rectangle with the Fewest Squares,8.4,0.005507280598189689,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,Backtracking
MEDIUM,Design Tic-Tac-Toe,8.4,0.005874854129429664,https://leetcode.com/problems/design-tic-tac-toe,"Array, Hash Table, Design, Matrix, Simulation"
MEDIUM,Maximum Number of Operations to Move Ones to the End,8.4,0.006710708947256032,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end,"String, Greedy, Counting"
HARD,Delete Duplicate Folders in System,8.4,0.007738696868513672,https://leetcode.com/problems/delete-duplicate-folders-in-system,"Array, Hash Table, String, Depth-First Search, Trie, Sorting, Hash Function"
HARD,Max Chunks To Make Sorted II,8.4,0.005491258784673073,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,"Array, Stack, Greedy, Sorting, Monotonic Stack"
MEDIUM,Count the Number of Substrings With Dominant Ones,8.4,0.0041963602997400215,https://leetcode.com/problems/count-the-number-of-substrings-with-dominant-ones,"String, Enumeration"
EASY,Check If All 1's Are at Least Length K Places Away,8.4,0.0064284002662524965,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away,Array
EASY,1-bit and 2-bit Characters,8.4,0.004963156592160909,https://leetcode.com/problems/1-bit-and-2-bit-characters,Array
MEDIUM,Add One Row to Tree,8.4,0.0064142529658819,https://leetcode.com/problems/add-one-row-to-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
EASY,Keep Multiplying Found Values by Two,8.4,0.007500320656285256,https://leetcode.com/problems/keep-multiplying-found-values-by-two,"Array, Hash Table, Sorting, Simulation"
MEDIUM,Decoded String at Index,8.4,0.003736308857796894,https://leetcode.com/problems/decoded-string-at-index,"String, Stack"
MEDIUM,Find Beautiful Indices in the Given Array I,8.4,0.004100967446617236,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i,"Two Pointers, String, Binary Search, Rolling Hash, String Matching, Hash Function"
MEDIUM,Smallest Integer Divisible by K,8.4,0.005421468692655418,https://leetcode.com/problems/smallest-integer-divisible-by-k,"Hash Table, Math"
HARD,Maximum Running Time of N Computers,8.4,0.0056409553330154195,https://leetcode.com/problems/maximum-running-time-of-n-computers,"Array, Binary Search, Greedy, Sorting"
HARD,Employee Free Time,8.4,0.007295185641781008,https://leetcode.com/problems/employee-free-time,"Array, Sweep Line, Sorting, Heap (Priority Queue)"
EASY,Count Partitions with Even Sum Difference,8.4,0.008529695903565816,https://leetcode.com/problems/count-partitions-with-even-sum-difference,"Array, Math, Prefix Sum"
EASY,Closest Binary Search Tree Value,8.4,0.004917421422909021,https://leetcode.com/problems/closest-binary-search-tree-value,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Tree Node,8.4,0.007591736853758759,https://leetcode.com/problems/tree-node,Database
HARD,Student Attendance Record II,8.4,0.005667554390711307,https://leetcode.com/problems/student-attendance-record-ii,Dynamic Programming
HARD,The Skyline Problem,8.4,0.004549375455105584,https://leetcode.com/problems/the-skyline-problem,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Sweep Line, Sorting, Heap (Priority Queue), Ordered Set"
MEDIUM,Cinema Seat Allocation,8.4,0.004469476550196194,https://leetcode.com/problems/cinema-seat-allocation,"Array, Hash Table, Greedy, Bit Manipulation"
HARD,Put Marbles in Bags,8.4,0.00720941406978914,https://leetcode.com/problems/put-marbles-in-bags,"Array, Greedy, Sorting, Heap (Priority Queue)"
MEDIUM,Count Number of Trapezoids I,8.4,0.004814759328841668,https://leetcode.com/problems/count-number-of-trapezoids-i,"Array, Hash Table, Math, Geometry"
MEDIUM,Count Mentions Per User,8.4,0.005079556129638328,https://leetcode.com/problems/count-mentions-per-user,"Array, Math, Sorting, Simulation"
